Activity ID,Date,Person,Call Connect,Pitch,Disposition,Customer Account ID,Outcome,,,,
xBA3TVS,9/9/2024,,No Answer,N/A,N/A,40718,#N/A,,,,
xfcluK7,9/6/2024,,No Answer,N/A,N/A,30973,#N/A,,,,
xFFLp74,9/5/2024,,No Answer,N/A,N/A,54330,#N/A,,,,
xHr8T3D,9/6/2024,Manager,Connected,AI,No Interest,13137,Loss,,,,
XjfV376,9/10/2024,,No Answer,N/A,N/A,30294,#N/A,,,,
xM0yT5x26a,9/3/2024,Owner,Connected,Smooth,Engaged,57959,Loss,,,,
Xn2Lkrk28W,9/5/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,54584,Open,,,,
xoU80af6H3,9/4/2024,Owner,Connected,Operator,Engaged,42358,Open,,,,
Xty4W5mwKS,9/12/2024,Owner,Connected,Smooth,Engaged,76800,Win,,,,
y08jDm8,9/11/2024,Owner,Connected,Smooth,No interest,64803,Loss,,,,
Y0TNM8sJdv,9/5/2024,Manager,Connected,AI,No interest,99115,Loss,,,,
y1EiOj1,9/12/2024,Manager,Connected,AI,Engaged,27007,Win,,,,
y1EiOjK,9/13/2024,Owner,Connected,AI,Engaged,27007,Win,,,,
y1IoX22,9/10/2024,Manager,Connected,Smooth,No Interest,99948,Loss,,,,
Y2m64KX,9/4/2024,Owner,Connected,Operator,No interest,16376,Loss,,,,
Y31KviD,9/6/2024,Manager,Connected,AI,No Interest,90381,Loss,,,,
Y34C4K3,9/12/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,66641,Open,,,,
Y3rKk1ht2M,9/9/2024,Manager,Connected,Operator,No Interest,48560,Loss,,,,
Y3wTptD,9/5/2024,,No Answer,N/A,N/A,59005,#N/A,,,,
y9an1bO,9/6/2024,Manager,Connected,Operator,No Interest,40572,Loss,,,,
y9KPDE6,9/4/2024,Manager,Connected,Operator,No Interest,96993,Loss,,,,
yF7GM73,9/11/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,87606,Open,,,,
yfy3yiN,9/5/2024,,No Answer,N/A,N/A,44280,#N/A,,,,
YgQ9K84,9/12/2024,Manager,Connected,AI,No interest,96743,Loss,,,,
YiWY36gh3U,9/4/2024,Owner,Connected,Operator,Engaged,48045,Open,,,,
yjuV1SL,9/4/2024,Manager,Connected,Operator,No Interest,61083,Loss,,,,
yML75XM,9/10/2024,Manager,Connected,Smooth,No Interest,74118,Loss,,,,
ys2opg0,9/11/2024,,No Answer,N/A,N/A,46824,#N/A,,,,
yT52UW1,9/3/2024,Manager,Connected,Operator,Engaged,22044,Win,,,,
yT52UW7,9/6/2024,Owner,Connected,Operator,Engaged,22044,Win,,,,
YwM9rt6,9/6/2024,Owner,Connected,Smooth,No interest,50499,Loss,,,,
yxXn14d75r,9/4/2024,Manager,Connected,AI,No Interest,59718,Loss,,,,
z0JYvIH,9/2/2024,Manager,Connected,Smooth,Engaged,85296,Win,,,,
Z0nUy4f6qv,9/2/2024,,No Answer,N/A,N/A,64233,#N/A,,,,
Z2R15zP,9/4/2024,Owner,Connected,AI,Engaged,36068,Open,,,,
Z46009gSw9,9/12/2024,Manager,Connected,Operator,Engaged,80855,Loss,,,,
Z5NX1hocRC,9/5/2024,Owner,Connected,Operator,Engaged,31872,Open,,,,
Z6m67MnmBu,9/12/2024,Manager,Connected,Smooth,No Interest,84322,Loss,,,,
z770Ic2,9/5/2024,,No Answer,N/A,N/A,85398,#N/A,,,,
z7b6P6V,9/4/2024,Owner,Connected,Smooth,Engaged,88503,Open,,,,
Z8Fx34f4ZV,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,43603,Open,,,,
Z8ho9HC,9/6/2024,Manager,Connected,Operator,No Interest,38213,Loss,,,,
zA0xrIny3Y,9/13/2024,Owner,Connected,AI,Engaged,74566,Open,,,,
Zf29Q99,9/2/2024,Manager,Connected,Operator,No Interest,93336,Loss,,,,
zf8p8l4,9/3/2024,,No Answer,N/A,N/A,99679,#N/A,,,,
ZJSYoMU,9/13/2024,Owner,Connected,Operator,No interest,68858,Loss,,,,
zJy2203,9/13/2024,,No Answer,N/A,N/A,28494,#N/A,,,,
ZJyPPNN,9/13/2024,,No Answer,N/A,N/A,98317,#N/A,,,,
zNjwX2A,9/6/2024,,No Answer,N/A,N/A,98218,#N/A,,,,
ZOKL2hM,9/5/2024,Manager,Connected,AI,No Interest,72126,Loss,,,,
zp2gtzmF42,9/9/2024,Manager,Connected,Operator,Deferred to Other Stakeholder,43628,Open,,,,
ZS0bCy2,9/13/2024,Owner,Connected,Operator,No interest,37033,Loss,,,,
zS0OI4jbdh,9/5/2024,,No Answer,N/A,N/A,59795,#N/A,,,,
ZteLd7N,9/12/2024,Manager,Connected,AI,No Interest,28647,Loss,,,,
ZTXr9MU,9/10/2024,Manager,Connected,AI,No interest,95355,Loss,,,,
zWbWTuB,9/11/2024,Owner,Connected,Operator,Engaged,34164,Open,,,,
zX9J13a86C,9/11/2024,,No Answer,N/A,N/A,53965,#N/A,,,,
zXDOkrJ,9/11/2024,Manager,Connected,AI,No interest,89309,Loss,,,,
zxtpP89,9/9/2024,Manager,Connected,Operator,No Interest,53535,Loss,,,,
